conversation_id,conversation_text,label,scam_category,threat_level,urgency,authority_impersonation,financial_request,otp_request,credential_request,threat_detected,emotional_manipulation,secrecy_request,detected_indicators,recommended_action
ASVD_004749,"Listen carefully. tumhari browsing history hai hamare paas. Pay Rs 1,00,000 within 12 hours or we publish everything online.",SCAM,Extortion,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_005710,"Achha, कल रात का क्रिकेट मैच देखा? क्या इनक्रेडिबल फिनिश था! लास्ट ओवर में क्या हुआ यार! Sab theek hai.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_006046,"Btw, park mein gir gayi, pair mein halka moch aaya hai. Ice laga rahi hoon. Aane ki zaroorat nahi. Take care.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_003243,"This is Income Tax Department. your Aadhaar is used in illegal activities. Pay Rs 2,00,000 immediately to avoid prosecution. Do not discuss with anyone.",SCAM,Government Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,No government agency demands payment over phone. Contact the department through official channels.
ASVD_003128,"Achha, होम लोन के लिए प्री-अप्रूव्ड ऑफर आया है। इंटरेस्ट रेट की डिटेल्स जाननी हैं। Done.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_001653,"Btw, bacche ko bukhar aa gaya hai. Paracetamol di hai. Agar kal tak nahi utra toh doctor le jaungi. Ok bye.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_001931,"Hello ji, helpdesk hoon. aapka mobile verify karna hai. UPI ka OTP share kar dijiye jaldi, warna process cancel ho jayega.",SCAM,OTP Scam,HIGH,1,0,0,1,0,0,0,0,urgency|otp_request,Never share OTP with anyone. OTPs are for your personal transactions only.
ASVD_006489,"हमारे पास है चैट स्क्रीनशॉट्स। 50,000 रुपये दो या पब्लिक अपमान का सामना करो।",SCAM,Blackmail,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_003291,"पूजा हूं मैं। बिना पैसे के फंसा हूं। 8,000 रुपये भेज दो। वापस कर दूंगा। सीक्रेट रख।",SCAM,Friend Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Contact the person directly using a known phone number to verify their identity.
ASVD_000829,"Ek minute, sabzi mandi se taza sabzi layi hoon. Palak, methi, aur gaajar mili achhi waali.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_005800,"Sir/Madam, mutual fund with 40% returns mein invest karein Rs 2,00,000. 100% safe aur legal. Passive income shuru karein aaj se.",SCAM,Investment Scam,HIGH,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,Verify investments through SEBI registered channels. No legitimate investment guarantees fixed returns.
ASVD_000196,"यह गंभीर मामला है। मैं इंस्पेक्टर शर्मा हूं। क्रिमिनल कंप्लेंट फाइल हुई है। 2,00,000 रुपये तुरंत ट्रांसफर करें वरना वारंट जारी होगा।",SCAM,Police Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,Hang up and contact the local police station directly. Real police never demand money over phone.
ASVD_003632,"Pata hai, ration ki dukaan pe aaj chaawal aur dal mila. Line mein 30 minute lage. Baad mein baat karte hain.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_003789,"video call recordings hai mere paas. Tumhare family ko dikhaunga agar Rs 25,000 nahi mile 48 ghante mein.",SCAM,Blackmail,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_000200,यह वेरिफिकेशन ऑफिसर है। केवाईसी अपडेट हो रहा है। आपके यूपीआई अकाउंट के लिए ओटीपी आया होगा। जल्दी बताइए।,SCAM,OTP Scam,HIGH,1,0,0,1,0,0,0,0,urgency|otp_request,Never share OTP with anyone. OTPs are for your personal transactions only.
ASVD_000221,"Final notice. banned substances wala courier authorities ke paas hai. Rs 1,00,000 verification fee do warna police aayegi aaj.",SCAM,Fake Parcel/Customs Scam,CRITICAL,1,1,1,0,0,1,0,0,urgency|financial_request|authority_impersonation|threat,No customs or courier service demands payment over phone. Verify through official channels.
ASVD_000657,"नमस्ते, इनकम टैक्स रिफंड पेंडिंग है आपका। आप पात्र हैं। 7,500 रुपये सर्विस चार्ज दें। एक बार की फीस है।",SCAM,Financial Manipulation,MEDIUM,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,No legitimate organization asks for fees to release refunds. Verify through official channels.
ASVD_006014,"Meri bohot buri situation hai. Main Lucknow mein hoon, got arrested. 25,000 de do please, kisi ko mat batana.",SCAM,Family Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the caller through an independent communication channel before transferring money.
ASVD_003170,"Selected for part-time typing! Ghar baithe kamayein. Fee Rs 7,500 UPI pe bhejein. Login credentials mil jayenge turant.",SCAM,Job Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,Legitimate employers never ask for money upfront. Verify through the company's official website.
ASVD_003029,"Sunno, फिक्स्ड डिपॉजिट स्कीम के बारे में मैसेज आया था। इंटरेस्ट रेट बताइए। Chal, bye.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000863,"यह मजाक नहीं है। वीडियो कॉल रिकॉर्डिंग्स है मेरे पास। 50,000 रुपये दोगे तो परमानेंट डिलीट। इग्नोर करोगे तो रेप्यूटेशन खत्म।",SCAM,Blackmail,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_002483,"यार, मैं प्रिया बोल रहा हूं। स्टेशन पर पर्स खो गया। 8,000 रुपये चाहिए अभी। बाद में लौटाऊंगा। ग्रुप में मत बोलना।",SCAM,Friend Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Contact the person directly using a known phone number to verify their identity.
ASVD_000181,"प्री-अप्रूव्ड एजुकेशन लोन 5,00,000 रुपये। 12,000 रुपये जमा करें तुरंत। ऑफर सिर्फ आज के लिए है।",SCAM,Loan Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,No genuine bank charges processing fees before loan disbursement. Verify through official channels.
ASVD_005648,"This is courier service. illegal drugs wala parcel has been intercepted. Pay Rs 1,00,000 or criminal charges will be filed.",SCAM,Fake Parcel/Customs Scam,CRITICAL,1,1,1,0,0,1,0,0,urgency|financial_request|authority_impersonation|threat,No customs or courier service demands payment over phone. Verify through official channels.
ASVD_004546,"aapke husband ka bahut bura accident ho gaya. Hospital wale Rs 20,000 maang rahe hain. Please jaldi bhejein.",SCAM,Emergency Money Scam,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the emergency by contacting the person or hospital directly through known numbers.
ASVD_006349,"Arre, maid ke account mein 5,000 transfer kar dena. Usne salary maangi hai, month end hai.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_001579,"We have everything. tumhare social media accounts hack kiye hain. Transfer Rs 2,00,000 via UPI or NEFT. No police. No negotiation.",SCAM,Extortion,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_001111,"Aapko RBI se final notice mil raha hai. your Aadhaar is used in illegal activities. Rs 2,00,000 jama karo aaj hi. Passport cancel hoga.",SCAM,Government Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,No government agency demands payment over phone. Contact the department through official channels.
ASVD_004522,"Arre, अगले महीने रोड ट्रिप प्लान करते हैं। गोवा या पॉन्डिचेरी? क्या सोचते हो? Chalo, milte hain.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_002184,"This is a serious matter. I am Inspector Sharma. aapke phone number pe FIR hai. Immediately transfer Rs 75,000 or officers will come to your house.",SCAM,Police Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,Hang up and contact the local police station directly. Real police never demand money over phone.
ASVD_005112,"ध्यान दें: नकली करेंसी का पैकेज एयरपोर्ट पर सीज हुआ है। आपका नाम लिंक्ड है। 50,000 रुपये ट्रांसफर करें 4 घंटे में।",SCAM,Fake Parcel/Customs Scam,CRITICAL,1,1,1,0,0,1,0,0,urgency|financial_request|authority_impersonation|threat,No customs or courier service demands payment over phone. Verify through official channels.
ASVD_006299,"वित्त मंत्रालय की तरफ से अर्जेंट कॉल। आपके पैन कार्ड पर टैक्स चोरी पाई गई है। 2,00,000 रुपये वेरिफिकेशन फीस भेजिए। नहीं तो संपत्ति जब्त होगी।",SCAM,Government Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,No government agency demands payment over phone. Contact the department through official channels.
ASVD_006024,"प्रिय ग्राहक, एजुकेशन लोन 10,00,000 रुपये स्वीकृत। 15,000 रुपये जीएसटी और फीस जमा करें। आज क्रेडिट होगा।",SCAM,Loan Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,No genuine bank charges processing fees before loan disbursement. Verify through official channels.
ASVD_005488,"ट्राई की तरफ से अर्जेंट कॉल। आपका आधार अवैध गतिविधि में उपयोग हुआ है। 3,00,000 रुपये वेरिफिकेशन फीस भेजिए। नहीं तो संपत्ति जब्त होगी।",SCAM,Government Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,No government agency demands payment over phone. Contact the department through official channels.
ASVD_004930,आज जल बोर्ड का बिल भरा ऑनलाइन। 850 रुपये था। रसीद सेव कर ली है। Sab theek hai.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000918,"suspicious contents wala package customs ne pakda hai. Aapke naam pe hai. Rs 1,00,000 jama karein clearance ke liye. Urgent hai.",SCAM,Fake Parcel/Customs Scam,CRITICAL,1,1,1,0,0,1,0,0,urgency|financial_request|authority_impersonation|threat,No customs or courier service demands payment over phone. Verify through official channels.
ASVD_001813,Naya washing machine khareedda. Saturday subah installation scheduled hai.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000959,"ट्राई से इमरजेंसी कॉल। आपके पैन कार्ड पर टैक्स चोरी पाई गई है। 3,00,000 रुपये अभी भेजें वरना अकाउंट फ्रीज होगा।",SCAM,Government Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,No government agency demands payment over phone. Contact the department through official channels.
ASVD_002212,Baccha cycle se gir gaya. Ghutne pe chot lagi hai. First aid kit se bandage kar diya. Ok bye.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_006343,"Pata hai, electronics store mein printer pe discount hai. Office ke liye chahiye tha. Rs 8,000 ka hai. Done.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_003339,पीएनबी से वेरिफिकेशन कॉल। कार्ड रिन्यूअल के लिए। इंटरनेट बैंकिंग यूजर आईडी और पासवर्ड दीजिए।,SCAM,PIN/Credential Scam,HIGH,1,1,0,0,1,0,0,0,urgency|authority_impersonation|credential_request,"Banks never ask for PIN, CVV, or passwords over phone. Never share these with anyone."
ASVD_000222,"मम्मी को मत बताना, मेरा फोन खो गया। मैं स्टेशन पर में फंसा हूं। 40,000 रुपये चाहिए अभी। जल्दी करो।",SCAM,Family Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the caller through an independent communication channel before transferring money.
ASVD_003905,BigBasket se monthly grocery order kar diya hai. Kal morning slot mein aayega. Phir batati hoon.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_003377,"Achha, यार, वीकेंड पर फ्री हो? मूवी चलते हैं। नई एक्शन मूवी रिलीज हुई है।",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_001589,"Selected for YouTube video liking! Ghar baithe kamayein. Fee Rs 2,500 UPI pe bhejein. Login credentials mil jayenge turant.",SCAM,Job Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,Legitimate employers never ask for money upfront. Verify through the company's official website.
ASVD_003793,"Courier company se bol rahe hain. contraband shipment border pe roka gaya. Aapki ID thi. Rs 1,00,000 customs duty do.",SCAM,Fake Parcel/Customs Scam,CRITICAL,1,1,1,0,0,1,0,0,urgency|financial_request|authority_impersonation|threat,No customs or courier service demands payment over phone. Verify through official channels.
ASVD_005116,एसबीआई से वेरिफिकेशन कॉल। आपके अकाउंट की री-वेरिफिकेशन जरूरी है। इंटरनेट बैंकिंग यूजर आईडी और पासवर्ड दीजिए।,SCAM,PIN/Credential Scam,HIGH,1,1,0,0,1,0,0,0,urgency|authority_impersonation|credential_request,"Banks never ask for PIN, CVV, or passwords over phone. Never share these with anyone."
ASVD_003081,टेक्निकल सपोर्ट से। केवाईसी अपडेट हो रहा है। ओटीपी शेयर करना जरूरी है वरना फोनपे अकाउंट ब्लॉक हो जाएगा।,SCAM,OTP Scam,HIGH,1,0,0,1,0,0,0,0,urgency|otp_request,Never share OTP with anyone. OTPs are for your personal transactions only.
ASVD_005664,"ट्राई की तरफ से अर्जेंट कॉल। आपके बैंक खाते फ्रीज होने वाले हैं। 1,00,000 रुपये वेरिफिकेशन फीस भेजिए। नहीं तो संपत्ति जब्त होगी।",SCAM,Government Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,No government agency demands payment over phone. Contact the department through official channels.
ASVD_003198,"नमस्ते, 10,000 रुपये कैशबैक रिवॉर्ड पेंडिंग है। आप पात्र हैं। 5,000 रुपये सर्विस चार्ज दें। एक बार की फीस है।",SCAM,Financial Manipulation,MEDIUM,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,No legitimate organization asks for fees to release refunds. Verify through official channels.
ASVD_002617,"Dear customer, Axis Bank se call hai. your debit card is compromised. Account bachane ke liye abhi OTP batayein jo aapke phone pe aaya hai.",SCAM,Bank Fraud,CRITICAL,1,1,0,1,1,1,0,0,urgency|authority_impersonation|otp_request|credential_request|threat,"Never share OTP, PIN, or passwords. Call your bank's official helpline number printed on your card."
ASVD_004704,Flipkart se AC order kiya hai. Installation free hai. Wednesday ko aayega. Ok bye.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_006169,"Hey, स्टैंडअप मीटिंग 10 बजे है डेली अब। टाइमिंग बदल गई है, पहले 9:30 था।",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_001054,"Exciting offer: unclaimed insurance payout hai aapka. Sirf Rs 1,000 fee mein claim karein. Offer aaj raat tak hai.",SCAM,Financial Manipulation,MEDIUM,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,No legitimate organization asks for fees to release refunds. Verify through official channels.
ASVD_000774,"साइबर सेल ऑफिसर यहां से बोल रहे हैं। आपके खिलाफ एफआईआर दर्ज है। 75,000 रुपये भरो वरना जेल जाओगे।",SCAM,Police Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,Hang up and contact the local police station directly. Real police never demand money over phone.
ASVD_005797,"Customs Department ki taraf se automated message. aapke PAN card pe tax evasion flagged hai. Rs 3,00,000 settlement jama karein. Kal tak ka waqt hai.",SCAM,Government Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,No government agency demands payment over phone. Contact the department through official channels.
ASVD_003118,यह पीएनबी का टेक्निकल टीम है। आपके खाते में संदिग्ध गतिविधि है। अपना इंटरनेट बैंकिंग पासवर्ड शेयर करें वेरिफिकेशन के लिए।,SCAM,Bank Fraud,CRITICAL,1,1,0,1,1,1,0,0,urgency|authority_impersonation|otp_request|credential_request|threat,"Never share OTP, PIN, or passwords. Call your bank's official helpline number printed on your card."
ASVD_003095,"Store pe hoon. Refrigerator pe achha offer hai. Samsung loon ya LG? Budget Rs 30,000. Phir batati hoon.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_005386,"Aapke khilaf aapka account money laundering mein involved hai. Main Cyber Cell Officer hoon. Rs 2,00,000 jama karo verification account mein. Kisi lawyer ko mat bulao.",SCAM,Police Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,Hang up and contact the local police station directly. Real police never demand money over phone.
ASVD_005377,This is ICICI Bank calling. unauthorized login detected in net banking. We need your OTP and card details immediately to prevent unauthorized access.,SCAM,Bank Fraud,CRITICAL,1,1,0,1,1,1,0,0,urgency|authority_impersonation|otp_request|credential_request|threat,"Never share OTP, PIN, or passwords. Call your bank's official helpline number printed on your card."
ASVD_000369,"Pata hai, hi mummy, main office pahunch gayi. Traffic bahut tha aaj. 7 baje tak aa jaungi ghar.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_001229,"तुम्हारी ब्राउजिंग हिस्ट्री है हमारे पास। तुम्हारे एम्प्लॉयर को भी भेजेंगे। 50,000 रुपये जमा करो आज रात तक।",SCAM,Extortion,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_002634,"home loan offer: Rs 5,00,000 at lowest interest. Rs 8,000 one-time fee. Disbursement within 2 hours.",SCAM,Loan Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,No genuine bank charges processing fees before loan disbursement. Verify through official channels.
ASVD_001664,"Please listen, I am your nephew. I am in hospital and need Rs 40,000 immediately. Send to 9988776655. Don't contact anyone.",SCAM,Family Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the caller through an independent communication channel before transferring money.
ASVD_000758,Gas cylinder ka regulator kharab ho gaya. Agency ko call kiya hai. Kal naya bhejenge.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_005214,Cheque book khatam ho gayi hai. Naya issue kar dijiye please. Next week tak chahiye. Zyada tension mat le.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_004914,"This is Ministry of Finance. your Aadhaar is used in illegal activities. Pay Rs 50,000 immediately to avoid prosecution. Do not discuss with anyone.",SCAM,Government Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,No government agency demands payment over phone. Contact the department through official channels.
ASVD_000986,"Pre-approved personal loan Rs 1,00,000. Rs 2,000 jama karein turant. Offer sirf aaj ke liye hai.",SCAM,Loan Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,No genuine bank charges processing fees before loan disbursement. Verify through official channels.
ASVD_002350,"Attention: banned substances wala courier airport pe seize hua hai. Aapka naam linked hai. Rs 25,000 transfer karein 4 ghante mein.",SCAM,Fake Parcel/Customs Scam,CRITICAL,1,1,1,0,0,1,0,0,urgency|financial_request|authority_impersonation|threat,No customs or courier service demands payment over phone. Verify through official channels.
ASVD_003420,"Urgent: Aapka personal loan application Rs 20,00,000 approved. Rs 12,000 verification charges do. Delay = cancellation.",SCAM,Loan Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,No genuine bank charges processing fees before loan disbursement. Verify through official channels.
ASVD_004383,International fund transfer karna hai. SWIFT charges kitne hain? Take care.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_003571,"It's me, your sister. I had an accident and I need Rs 20,000 urgently. Please transfer now. Don't tell anyone.",SCAM,Family Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the caller through an independent communication channel before transferring money.
ASVD_002323,"Warning: illegal drugs wala parcel under investigation hai. Aapka Aadhaar linked hai. Rs 50,000 do warna passport cancel.",SCAM,Fake Parcel/Customs Scam,CRITICAL,1,1,1,0,0,1,0,0,urgency|financial_request|authority_impersonation|threat,No customs or courier service demands payment over phone. Verify through official channels.
ASVD_004492,"we hacked your webcam. Rs 5,00,000 bhejo nahi toh publicly release karenge. 48 ghante ka time hai. Hum dekh rahe hain.",SCAM,Extortion,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_004238,Gym ke baad chai pi rahe hain kya? Woh tapri pe milte hain jo college ke paas hai.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
